"Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","Factory_Tuner","Luxury","Performance","Flex_Fuel","Hatchback","Hybrid","Diesel","Exotic","Crossover","log_MSRP","obs_number"
"Audi","100","1994","regular",172,"6","MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",22,17,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,25
"Audi","100","1994","regular",172,"6","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",22,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,26
"FIAT","124 Spider","2017","regular",160,"4","MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",35,26,819,26895,0,0,1,0,0,0,0,0,0,10.1996956747073,28
"Mercedes-Benz","190-Class","1991","regular",130,"4","MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,29
"Mercedes-Benz","190-Class","1991","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,30
"Mercedes-Benz","190-Class","1992","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,31
"Mercedes-Benz","190-Class","1992","regular",130,"4","MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,32
"Mercedes-Benz","190-Class","1993","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,34
"BMW","2 Series","2016","regular",240,"4","AUTOMATIC","rear wheel drive",2,"Luxury","Compact","Convertible",34,23,3916,38650,0,1,0,0,0,0,0,0,0,10.5623020540156,36
"BMW","2 Series","2016","regular",240,"4","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","Coupe",35,23,3916,34850,0,1,1,0,0,0,0,0,0,10.4588084161887,38
"BMW","2 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",31,20,3916,44150,1,1,1,0,0,0,0,0,0,10.6953482060321,40
"BMW","2 Series","2016","regular",320,"6","AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",30,20,3916,46150,1,1,1,0,0,0,0,0,0,10.739652239931,42
"BMW","2 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",30,20,3916,50750,1,1,1,0,0,0,0,0,0,10.834666896904,43
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",31,21,3916,46450,1,1,1,0,0,0,0,0,0,10.746131744242,44
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",32,21,3916,49050,1,1,1,0,0,0,0,0,0,10.8005954649935,45
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",32,21,3916,51050,1,1,1,0,0,0,0,0,0,10.8405608235928,46
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",32,21,3916,44450,1,1,1,0,0,0,0,0,0,10.7021202409421,47
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",34,23,3916,38950,0,1,1,0,0,0,0,0,0,10.5700340512989,48
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","Coupe",33,24,3916,35150,0,1,1,0,0,0,0,0,0,10.4673798972388,50
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",2,"Luxury","Compact","Convertible",33,23,3916,40950,0,1,0,0,0,0,0,0,0,10.6201070892812,51
"Audi","200","1990","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,52
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",22,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,53
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",23,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,54
"Audi","200","1991","regular",217,"5","MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,16,3105,2000,0,1,1,0,0,0,0,0,0,7.60090245954208,55
"Audi","200","1991","regular",217,"5","MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",22,16,3105,2000,0,1,1,0,0,0,0,0,0,7.60090245954208,56
"Audi","200","1991","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,57
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,23705,0,0,0,1,0,0,0,0,0,10.0734412753362,58
"Chrysler","200","2015","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,30097.5,0,0,1,1,0,0,0,0,0,10.3121973908092,59
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",36,23,1013,26625,0,0,1,1,0,0,0,0,0,10.1896059030117,60
"Chrysler","200","2016","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,25005,0,0,0,1,0,0,0,0,0,10.126831083853,61
"Chrysler","200","2016","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,30845,0,0,1,1,0,0,0,0,0,10.3367299416437,62
"Chrysler","200","2017","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",28,18,1013,30863.3333333333,0,0,1,1,0,0,0,0,0,10.337324134774,63
"Chrysler","200","2017","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,24857.5,0,0,0,1,0,0,0,0,0,10.1209147968542,64
"Nissan","200SX","1996","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","Coupe",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208,66
"Nissan","200SX","1997","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","Coupe",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208,67
"Nissan","200SX","1997","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208,68
"Nissan","200SX","1998","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208,69
"Nissan","240SX","1996","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,3616.5,0,0,1,0,0,0,0,0,0,8.19326198628934,71
"Nissan","240SX","1998","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,20,2009,4366.33333333333,0,0,1,0,0,0,0,0,0,8.38167888172954,73
"Volvo","240","1991","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","Wagon",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,74
"Volvo","240","1991","regular",114,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,18,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,75
"Volvo","240","1992","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,77
"Volvo","240","1993","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,79
"Mazda","2","2012","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,15275,0,0,0,0,1,0,0,0,0,9.6339727840398,81
"Mazda","2","2013","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,16305,0,0,0,0,1,0,0,0,0,9.69922708822342,83
"Mazda","2","2013","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917,84
"Mazda","2","2014","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,16305,0,0,0,0,1,0,0,0,0,9.69922708822342,85
"Mazda","2","2014","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917,86
"BMW","3 Series Gran Turismo","2015","regular",300,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","4dr Hatchback",30,20,3916,47250,0,1,1,0,1,0,0,0,0,10.7632079329219,87
"BMW","3 Series Gran Turismo","2015","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",33,22,3916,41850,0,1,0,0,1,0,0,0,0,10.6418470759176,88
"BMW","3 Series Gran Turismo","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",34,22,3916,43000,0,1,0,0,1,0,0,0,0,10.6689553946757,89
"BMW","3 Series Gran Turismo","2016","regular",300,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","4dr Hatchback",30,20,3916,49200,0,1,1,0,1,0,0,0,0,10.8036489024804,90
"BMW","3 Series Gran Turismo","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",33,23,3916,43950,0,1,0,0,1,0,0,0,0,10.6908079031133,92
"BMW","3 Series","2015","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",32,21,3916,43750,0,1,1,0,0,0,0,0,0,10.6862468917858,96
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",45,32,3916,39000,0,1,0,0,0,0,1,0,0,10.5713169251118,97
"BMW","3 Series","2015","regular",240,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",33,22,3916,39500,0,1,0,0,0,0,0,0,0,10.5840559508892,98
"BMW","3 Series","2015","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",35,23,3916,34950,0,1,0,0,0,0,0,0,0,10.461673747662,99
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Wagon",43,31,3916,43450,0,1,0,0,0,0,1,0,0,10.6793661306935,101
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",43,31,3916,41000,0,1,0,0,0,0,1,0,0,10.6213273456864,102
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",40,30,3916,41850,0,1,0,0,0,0,1,0,0,10.6418470759176,104
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",33,22,3916,47800,0,1,1,0,0,0,0,0,0,10.7747809184795,105
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",42,32,3916,39850,0,1,0,0,0,0,1,0,0,10.5928776842184,106
"BMW","3 Series","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",34,22,3916,40350,0,1,0,0,0,0,0,0,0,10.6053466736981,108
"BMW","3 Series","2016","regular",240,"4","MANUAL","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",34,22,3916,38350,0,1,1,0,0,0,0,0,0,10.5545098067954,109
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",36,24,3916,33150,0,1,0,0,0,0,0,0,0,10.408797995614,111
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",35,23,3916,35150,0,1,0,0,0,0,0,0,0,10.4673798972388,112
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Wagon",40,30,3916,44150,0,1,0,0,0,0,1,0,0,10.6953482060321,113
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",33,22,3916,45800,0,1,1,0,0,0,0,0,0,10.7320393701023,114
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",34,23,3916,35450,0,1,0,0,0,0,0,0,0,10.4758785319603,116
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",35,23,3916,33450,0,1,0,0,0,0,0,0,0,10.4178070655564,117
"BMW","3 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",33,23,3916,40750,0,1,0,0,0,0,0,0,0,10.615211118669,118
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",40,30,3916,42250,0,1,0,0,0,0,1,0,0,10.6513596327853,119
"BMW","3 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",33,23,3916,42950,0,1,0,0,0,0,0,0,0,10.6677919274124,120
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",42,32,3916,40250,0,1,0,0,0,0,1,0,0,10.6028652828467,121
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,21,3916,49900,0,1,1,0,0,0,0,0,0,10.8177762817396,122
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",32,21,3916,47900,0,1,1,0,0,0,0,0,0,10.776870783399,123
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Wagon",40,30,3916,44450,0,1,0,0,0,0,1,0,0,10.7021202409421,124
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",19,15,617,2178,0,1,0,0,0,0,0,0,0,7.68616230349291,125
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",20,15,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,126
"Mercedes-Benz","300-Class","1991","regular",158,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,127
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",20,15,617,2105,0,1,0,0,0,0,0,0,0,7.65207074611648,128
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",18,15,617,2199,0,1,0,0,0,0,0,0,0,7.69575799055476,129
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,16,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,130
"Mercedes-Benz","300-Class","1991","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",21,14,617,3552,0,1,1,0,0,0,0,0,0,8.17526610411206,131
"Mercedes-Benz","300-Class","1992","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",17,14,617,2377,0,1,0,0,0,0,0,0,0,7.77359446736019,135
"Mercedes-Benz","300-Class","1992","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",21,15,617,3814,0,1,1,0,0,0,0,0,0,8.24643378616036,136
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",19,15,617,2207,0,1,0,0,0,0,0,0,0,7.69938940625674,137
"Mercedes-Benz","300-Class","1992","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",21,15,617,2248,0,1,0,0,0,0,0,0,0,7.71779621101358,139
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,16,617,2065,0,1,0,0,0,0,0,0,0,7.63288550539513,140
"Mercedes-Benz","300-Class","1992","diesel",148,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",22,18,617,2547,0,1,0,0,0,0,1,0,0,7.84267147497946,141
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",18,15,617,2282,0,1,0,0,0,0,0,0,0,7.73280753042202,142
"Mercedes-Benz","300-Class","1992","regular",158,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,143
"Mercedes-Benz","300-Class","1993","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",19,15,617,2544,0,1,0,0,0,0,0,0,0,7.84149292446001,144
"Mercedes-Benz","300-Class","1993","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",22,17,617,2397,0,1,0,0,0,0,0,0,0,7.78197323443438,145
"Mercedes-Benz","300-Class","1993","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",30,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208,146
"Mercedes-Benz","300-Class","1993","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",21,14,617,4174,0,1,1,0,0,0,0,0,0,8.33663008763715,147
"Mercedes-Benz","300-Class","1993","regular",217,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,617,2187,0,1,0,0,0,0,0,0,0,7.69028602067677,148
"Mercedes-Benz","300-Class","1993","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",19,15,617,2433,0,1,0,0,0,0,0,0,0,7.79688034278352,150
"Mercedes-Benz","300-Class","1993","regular",194,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,17,617,2247,0,1,0,0,0,0,0,0,0,7.71735127218533,151
"Mercedes-Benz","300-Class","1993","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",18,14,617,2540,0,1,0,0,0,0,0,0,0,7.83991936001258,152
"Mitsubishi","3000GT","1997","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,17,436,3941,0,0,1,0,1,0,0,0,0,8.279189777195,153
"Mitsubishi","3000GT","1997","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,3295,0,0,0,0,1,0,0,0,0,8.10016144693661,154
"Mitsubishi","3000GT","1997","regular",320,"6","MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",22,16,436,6008,1,0,1,0,1,0,0,0,0,8.70084719344397,155
"Mitsubishi","3000GT","1998","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,3701,0,0,0,0,1,0,0,0,0,8.21635833238616,157
"Mitsubishi","3000GT","1998","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,17,436,4671,0,0,1,0,1,0,0,0,0,8.44912846050211,158
"Mitsubishi","3000GT","1999","regular",320,"6","MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",22,16,436,7600,1,0,1,0,1,0,0,0,0,8.93590352627442,160
"Mitsubishi","3000GT","1999","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,4090,0,0,0,0,1,0,0,0,0,8.31630024903685,161
"Chrysler","300","2015","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,39886.6666666667,0,0,0,0,0,0,0,0,0,10.5937973782759,164
"Chrysler","300","2015","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,35070,0,0,1,0,0,0,0,0,0,10.4651013431342,165
"Chrysler","300","2015","regular",292,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,42395,0,0,1,0,0,0,0,0,0,10.6547857097381,166
"Chrysler","300","2016","regular",300,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38342.5,0,0,0,0,0,0,0,0,0,10.5543142205249,167
"Chrysler","300","2016","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,35842.5,0,0,1,0,0,0,0,0,0,10.4868896191204,168
"Chrysler","300","2016","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,39690,0,0,0,0,0,0,0,0,0,10.5888545457771,169
"Chrysler","300","2016","regular",292,"6","AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,35356.6666666667,0,0,0,0,0,0,0,0,0,10.4732422438314,170
"Chrysler","300","2016","regular",292,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,42690,0,0,1,0,0,0,0,0,0,10.661719979752,171
"Chrysler","300","2017","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,40415,0,0,0,0,0,0,0,0,0,10.6069562821679,172
"Chrysler","300","2017","regular",292,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,40702.5,0,0,1,0,0,0,0,0,0,10.6140447946057,174
"Chrysler","300","2017","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,35922.5,0,0,1,0,0,0,0,0,0,10.4891191191034,175
"Chrysler","300","2017","regular",292,"6","AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",30,19,1013,32340,0,0,0,0,0,0,0,0,0,10.3840601331311,176
"Chrysler","300M","2002","regular",250,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,30302.5,0,0,1,0,0,0,0,0,0,10.3189854963447,177
"Chrysler","300M","2003","regular",255,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32315,0,0,1,0,0,0,0,0,0,10.383286797697,178
"Chrysler","300M","2003","regular",250,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,28885,0,0,1,0,0,0,0,0,0,10.2710777082154,179
"Chrysler","300M","2004","regular",255,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32615,0,0,1,0,0,0,0,0,0,10.3925275842302,181
