"Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","Factory_Tuner","Luxury","Performance","Flex_Fuel","Hatchback","Hybrid","Diesel","Exotic","Crossover","log_MSRP","obs_number"
"Audi","100","1994","regular",172,"6","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",21,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,23
"Audi","100","1994","regular",172,"6","MANUAL","all wheel drive",4,"Luxury","Midsize","car",22,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,24
"Audi","100","1994","regular",172,"6","MANUAL","front wheel drive",4,"Luxury","Midsize","car",22,17,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,25
"Audi","100","1994","regular",172,"6","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",22,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,26
"FIAT","124 Spider","2017","regular",160,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",35,26,819,26895,0,0,1,0,0,0,0,0,0,10.1996956747073,28
"Mercedes-Benz","190-Class","1991","regular",130,"4","MANUAL","rear wheel drive",4,"Luxury","Compact","car",26,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,29
"Mercedes-Benz","190-Class","1991","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","car",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,30
"Mercedes-Benz","190-Class","1992","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","car",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,31
"Mercedes-Benz","190-Class","1992","regular",130,"4","MANUAL","rear wheel drive",4,"Luxury","Compact","car",26,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,32
"Mercedes-Benz","190-Class","1993","regular",158,"6","MANUAL","rear wheel drive",4,"Luxury","Compact","car",25,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,34
"BMW","2 Series","2016","regular",240,"4","AUTOMATIC","rear wheel drive",2,"Luxury","Compact","car",34,23,3916,38650,0,1,0,0,0,0,0,0,0,10.5623020540156,36
"BMW","2 Series","2016","regular",240,"4","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","car",35,23,3916,34850,0,1,1,0,0,0,0,0,0,10.4588084161887,38
"BMW","2 Series","2016","regular",240,"4","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",34,22,3916,32850,0,1,1,0,0,0,0,0,0,10.3997070239128,40
"BMW","2 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","car",30,20,3916,50750,1,1,1,0,0,0,0,0,0,10.834666896904,42
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","car",31,21,3916,46450,1,1,1,0,0,0,0,0,0,10.746131744242,43
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","car",32,21,3916,46750,1,1,1,0,0,0,0,0,0,10.7525695347168,44
"BMW","2 Series","2017","regular",335,"6","AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","car",32,21,3916,51050,1,1,1,0,0,0,0,0,0,10.8405608235928,45
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","car",34,23,3916,38950,0,1,1,0,0,0,0,0,0,10.5700340512989,46
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","car",35,24,3916,33150,0,1,1,0,0,0,0,0,0,10.408797995614,47
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","car",33,24,3916,35150,0,1,1,0,0,0,0,0,0,10.4673798972388,48
"Audi","200","1990","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,50
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","car",22,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,51
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","car",23,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,52
"Audi","200","1991","regular",217,"5","MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","car",22,16,3105,2000,0,1,1,0,0,0,0,0,0,7.60090245954208,53
"Audi","200","1991","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,54
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,23705,0,0,0,1,0,0,0,0,0,10.0734412753362,55
"Chrysler","200","2015","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",29,18,1013,30097.5,0,0,1,1,0,0,0,0,0,10.3121973908092,56
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Midsize","car",36,23,1013,26625,0,0,1,1,0,0,0,0,0,10.1896059030117,57
"Chrysler","200","2016","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,25005,0,0,0,1,0,0,0,0,0,10.126831083853,58
"Chrysler","200","2016","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",29,18,1013,30845,0,0,1,1,0,0,0,0,0,10.3367299416437,59
"Chrysler","200","2017","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",28,18,1013,30863.3333333333,0,0,1,1,0,0,0,0,0,10.337324134774,60
"Chrysler","200","2017","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,24857.5,0,0,0,1,0,0,0,0,0,10.1209147968542,61
"Nissan","200SX","1996","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",36,26,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208,62
"Nissan","200SX","1996","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208,63
"Nissan","200SX","1997","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208,64
"Nissan","200SX","1998","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",35,25,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208,66
"Nissan","200SX","1998","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",28,20,2009,2073,0,0,1,0,0,0,0,0,0,7.63675211243578,67
"Nissan","240SX","1996","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",26,19,2009,3616.5,0,0,1,0,0,0,0,0,0,8.19326198628934,68
"Nissan","240SX","1997","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",26,19,2009,4066.33333333333,0,0,1,0,0,0,0,0,0,8.31049697148063,69
"Volvo","240","1991","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,71
"Volvo","240","1992","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,73
"Volvo","240","1993","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,74
"Volvo","240","1993","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",25,18,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,75
"Mazda","2","2012","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","car",34,28,586,16115,0,0,0,0,1,0,0,0,0,9.68750579424954,77
"Mazda","2","2013","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917,79
"Mazda","2","2014","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917,81
"BMW","3 Series Gran Turismo","2015","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",33,22,3916,41850,0,1,0,0,1,0,0,0,0,10.6418470759176,83
"BMW","3 Series Gran Turismo","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",34,22,3916,43000,0,1,0,0,1,0,0,0,0,10.6689553946757,84
"BMW","3 Series Gran Turismo","2016","regular",300,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","car",30,20,3916,49200,0,1,1,0,1,0,0,0,0,10.8036489024804,85
"BMW","3 Series Gran Turismo","2017","regular",320,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","car",30,20,3916,49650,0,1,1,0,1,0,0,0,0,10.8127536694733,86
"BMW","3 Series Gran Turismo","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",33,23,3916,43950,0,1,0,0,1,0,0,0,0,10.6908079031133,87
"BMW","3 Series","2015","regular",241,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",33,22,3916,41950,0,1,0,0,0,0,0,0,0,10.6442337118954,88
"BMW","3 Series","2015","regular",335,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance,Hybrid","Midsize","car",33,25,3916,50150,0,1,1,0,0,1,0,0,0,10.8227737933901,89
"BMW","3 Series","2015","regular",240,"4","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",35,23,3916,37500,0,1,1,0,0,0,0,0,0,10.5320962119585,90
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",45,32,3916,39000,0,1,0,0,0,0,1,0,0,10.5713169251118,92
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",43,31,3916,42225,0,1,0,0,0,0,1,0,0,10.650767741676,96
"BMW","3 Series","2015","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",36,24,3916,32950,0,1,0,0,0,0,0,0,0,10.4027465399307,97
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",40,30,3916,43000,0,1,0,0,0,0,1,0,0,10.6689553946757,98
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","car",33,22,3916,47800,0,1,1,0,0,0,0,0,0,10.7747809184795,99
"BMW","3 Series","2016","regular",240,"4","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",34,22,3916,38350,0,1,1,0,0,0,0,0,0,10.5545098067954,101
"BMW","3 Series","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",34,22,3916,41500,0,1,0,0,0,0,0,0,0,10.6334487062188,102
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",36,24,3916,33150,0,1,0,0,0,0,0,0,0,10.408797995614,104
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",35,23,3916,35150,0,1,0,0,0,0,0,0,0,10.4673798972388,105
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",33,22,3916,45800,0,1,1,0,0,0,0,0,0,10.7320393701023,106
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",34,23,3916,35450,0,1,0,0,0,0,0,0,0,10.4758785319603,108
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",35,23,3916,33450,0,1,0,0,0,0,0,0,0,10.4178070655564,109
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",40,30,3916,43350,0,1,0,0,0,0,1,0,0,10.6770619822087,111
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",42,32,3916,40250,0,1,0,0,0,0,1,0,0,10.6028652828467,112
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","car",31,21,3916,49900,0,1,1,0,0,0,0,0,0,10.8177762817396,113
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",32,21,3916,47900,0,1,1,0,0,0,0,0,0,10.776870783399,114
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",20,15,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,116
"Mercedes-Benz","300-Class","1991","regular",158,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,117
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",20,15,617,2105,0,1,0,0,0,0,0,0,0,7.65207074611648,118
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",18,15,617,2199,0,1,0,0,0,0,0,0,0,7.69575799055476,119
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,16,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,120
"Mercedes-Benz","300-Class","1991","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,14,617,3552,0,1,1,0,0,0,0,0,0,8.17526610411206,121
"Mercedes-Benz","300-Class","1991","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",22,15,617,2179,0,1,0,0,0,0,0,0,0,7.68662133494462,122
"Mercedes-Benz","300-Class","1991","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",30,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208,123
"Mercedes-Benz","300-Class","1992","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",29,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208,124
"Mercedes-Benz","300-Class","1992","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","car",17,14,617,2377,0,1,0,0,0,0,0,0,0,7.77359446736019,125
"Mercedes-Benz","300-Class","1992","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,15,617,3814,0,1,1,0,0,0,0,0,0,8.24643378616036,126
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",19,15,617,2207,0,1,0,0,0,0,0,0,0,7.69938940625674,127
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",20,15,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208,128
"Mercedes-Benz","300-Class","1992","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",21,15,617,2248,0,1,0,0,0,0,0,0,0,7.71779621101358,129
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,16,617,2065,0,1,0,0,0,0,0,0,0,7.63288550539513,130
"Mercedes-Benz","300-Class","1992","diesel",148,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",22,18,617,2547,0,1,0,0,0,0,1,0,0,7.84267147497946,131
"Mercedes-Benz","300-Class","1993","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",22,17,617,2397,0,1,0,0,0,0,0,0,0,7.78197323443438,135
"Mercedes-Benz","300-Class","1993","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",30,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208,136
"Mercedes-Benz","300-Class","1993","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,14,617,4174,0,1,1,0,0,0,0,0,0,8.33663008763715,137
"Mercedes-Benz","300-Class","1993","diesel",148,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",22,18,617,2729,0,1,0,0,0,0,1,0,0,7.91169052070834,139
"Mercedes-Benz","300-Class","1993","regular",194,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",23,17,617,2247,0,1,0,0,0,0,0,0,0,7.71735127218533,140
"Mercedes-Benz","300-Class","1993","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","car",18,14,617,2540,0,1,0,0,0,0,0,0,0,7.83991936001258,141
"Mitsubishi","3000GT","1997","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",23,17,436,3941,0,0,1,0,1,0,0,0,0,8.279189777195,142
"Mitsubishi","3000GT","1997","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","car",22,17,436,3295,0,0,0,0,1,0,0,0,0,8.10016144693661,143
"Mitsubishi","3000GT","1997","regular",320,"6","MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","car",22,16,436,6008,1,0,1,0,1,0,0,0,0,8.70084719344397,144
"Mitsubishi","3000GT","1998","regular",320,"6","MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","car",22,16,436,6710,1,0,1,0,1,0,0,0,0,8.81135422996573,145
"Mitsubishi","3000GT","1998","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","car",22,17,436,3701,0,0,0,0,1,0,0,0,0,8.21635833238616,146
"Mitsubishi","3000GT","1998","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",23,17,436,4671,0,0,1,0,1,0,0,0,0,8.44912846050211,147
"Mitsubishi","3000GT","1999","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",23,17,436,5306,0,0,1,0,1,0,0,0,0,8.57659353469768,148
"Mitsubishi","3000GT","1999","regular",161,"6","MANUAL","front wheel drive",2,"Hatchback","Compact","car",22,17,436,4090,0,0,0,0,1,0,0,0,0,8.31630024903685,150
"Chrysler","300","2015","regular",300,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","car",27,18,1013,37570,0,0,0,0,0,0,0,0,0,10.533961138568,151
"Chrysler","300","2015","regular",292,"6","AUTOMATIC","rear wheel drive",4,"N/A","Large","car",31,19,1013,34882.5,0,0,0,0,0,0,0,0,0,10.4597405497664,152
"Chrysler","300","2015","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","car",27,18,1013,39886.6666666667,0,0,0,0,0,0,0,0,0,10.5937973782759,153
"Chrysler","300","2015","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","car",31,19,1013,35070,0,0,1,0,0,0,0,0,0,10.4651013431342,154
"Chrysler","300","2015","regular",292,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","car",31,19,1013,42395,0,0,1,0,0,0,0,0,0,10.6547857097381,155
"Chrysler","300","2016","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","car",31,19,1013,35842.5,0,0,1,0,0,0,0,0,0,10.4868896191204,157
"Chrysler","300","2016","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","car",27,18,1013,39690,0,0,0,0,0,0,0,0,0,10.5888545457771,158
"Chrysler","300","2016","regular",292,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","car",31,19,1013,42690,0,0,1,0,0,0,0,0,0,10.661719979752,160
"Chrysler","300","2017","regular",292,"6","AUTOMATIC","all wheel drive",4,"N/A","Large","car",27,18,1013,40415,0,0,0,0,0,0,0,0,0,10.6069562821679,161
"Chrysler","300","2017","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Performance","Large","car",30,19,1013,35922.5,0,0,1,0,0,0,0,0,0,10.4891191191034,164
"Chrysler","300","2017","regular",292,"6","AUTOMATIC","rear wheel drive",4,"N/A","Large","car",30,19,1013,32340,0,0,0,0,0,0,0,0,0,10.3840601331311,165
"Chrysler","300M","2002","regular",250,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",24,16,1013,30302.5,0,0,1,0,0,0,0,0,0,10.3189854963447,166
"Chrysler","300M","2003","regular",255,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",25,16,1013,32315,0,0,1,0,0,0,0,0,0,10.383286797697,167
"Chrysler","300M","2003","regular",250,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",25,16,1013,28885,0,0,1,0,0,0,0,0,0,10.2710777082154,168
"Chrysler","300M","2004","regular",250,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",25,16,1013,29185,0,0,1,0,0,0,0,0,0,10.2814101576379,169
"Chrysler","300M","2004","regular",255,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",25,16,1013,32615,0,0,1,0,0,0,0,0,0,10.3925275842302,170
"Nissan","300ZX","1994","regular",222,"6","MANUAL","rear wheel drive",2,"Performance","Compact","car",22,16,2009,2629.33333333333,0,0,1,0,0,0,0,0,0,7.87448560761436,171
"Nissan","300ZX","1994","regular",300,"6","MANUAL","rear wheel drive",2,"Hatchback,Performance","Compact","car",22,16,2009,2683,0,0,1,0,1,0,0,0,0,7.89469085042562,172
"Nissan","300ZX","1995","regular",222,"6","MANUAL","rear wheel drive",2,"Performance","Compact","car",22,17,2009,2859,0,0,1,0,0,0,0,0,0,7.95822719232231,174
"Nissan","300ZX","1996","regular",300,"6","MANUAL","rear wheel drive",2,"Performance","Compact","car",22,16,2009,3510,0,0,1,0,0,0,0,0,0,8.16337131645991,175
"Nissan","300ZX","1996","regular",222,"6","MANUAL","rear wheel drive",2,"Performance","Compact","car",22,17,2009,3305.33333333333,0,0,1,0,0,0,0,0,0,8.10329260448697,176
"Mazda","323","1992","regular",82,"4","MANUAL","front wheel drive",2,"Hatchback","Compact","car",33,25,586,2000,0,0,0,0,1,0,0,0,0,7.60090245954208,177
"Mazda","323","1993","regular",82,"4","MANUAL","front wheel drive",2,"Hatchback","Compact","car",33,25,586,2000,0,0,0,0,1,0,0,0,0,7.60090245954208,178
"Mazda","323","1993","regular",82,"4","MANUAL","front wheel drive",2,"Hatchback","Compact","car",32,24,586,2000,0,0,0,0,1,0,0,0,0,7.60090245954208,179
"Mercedes-Benz","350-Class","1990","diesel",134,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",23,19,617,2121,0,1,0,0,0,0,1,0,0,7.65964295456468,181
"Mercedes-Benz","350-Class","1991","diesel",134,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",23,19,617,2244.5,0,1,0,0,0,0,1,0,0,7.71623805822199,182
"Nissan","350Z","2007","regular",306,"6","AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","car",23,17,2009,38900,0,0,1,0,0,0,0,0,0,10.5687495296065,183
"Nissan","350Z","2007","regular",306,"6","AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","car",24,17,2009,33633.3333333333,0,0,1,0,0,0,0,0,0,10.4232729176736,184
"Nissan","350Z","2007","regular",306,"6","MANUAL","rear wheel drive",2,"High-Performance","Compact","car",25,18,2009,31575,0,0,1,0,0,0,0,0,0,10.3601209472187,185
"Nissan","350Z","2007","regular",306,"6","MANUAL","rear wheel drive",2,"High-Performance","Compact","car",24,17,2009,37900,0,0,1,0,0,0,0,0,0,10.5427063910705,186
"Nissan","350Z","2007","regular",306,"6","MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","car",25,18,2009,38070,1,0,1,0,0,0,0,0,0,10.5471818493765,187
