"Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","Factory_Tuner","Luxury","Performance","Flex_Fuel","Hatchback","Hybrid","Diesel","Exotic","Crossover","log_MSRP","obs_number"
"BMW","2 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",2,"Luxury","Compact","car",33,23,3916,40950,0,1,0,0,0,0,0,0,0,10.6201070892812+0i,49
"Audi","200","1990","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,50
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","car",22,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,51
"Audi","200","1990","regular",162,"5","MANUAL","all wheel drive",4,"Luxury","Midsize","car",23,15,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,52
"Audi","200","1991","regular",217,"5","MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","car",22,16,3105,2000,0,1,1,0,0,0,0,0,0,7.60090245954208+0i,53
"Audi","200","1991","regular",162,"5","AUTOMATIC","front wheel drive",4,"Luxury","Midsize","car",20,16,3105,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,54
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,23705,0,0,0,1,0,0,0,0,0,10.0734412753362+0i,55
"Chrysler","200","2015","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",29,18,1013,30097.5,0,0,1,1,0,0,0,0,0,10.3121973908092+0i,56
"Chrysler","200","2015","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Midsize","car",36,23,1013,26625,0,0,1,1,0,0,0,0,0,10.1896059030117+0i,57
"Chrysler","200","2016","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,25005,0,0,0,1,0,0,0,0,0,10.126831083853+0i,58
"Chrysler","200","2016","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",29,18,1013,30845,0,0,1,1,0,0,0,0,0,10.3367299416437+0i,59
"Chrysler","200","2017","flex",295,"6","AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","car",28,18,1013,30863.3333333333,0,0,1,1,0,0,0,0,0,10.337324134774+0i,60
"Chrysler","200","2017","flex",184,"4","AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","car",36,23,1013,24857.5,0,0,0,1,0,0,0,0,0,10.1209147968542+0i,61
"Nissan","200SX","1996","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",36,26,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208+0i,62
"Nissan","200SX","1996","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208+0i,63
"Nissan","200SX","1997","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",29,21,2009,2000,0,0,1,0,0,0,0,0,0,7.60090245954208+0i,64
"Nissan","200SX","1997","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",35,25,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208+0i,65
"Nissan","200SX","1998","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",35,25,2009,2000,0,0,0,0,0,0,0,0,0,7.60090245954208+0i,66
"Nissan","200SX","1998","regular",140,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",28,20,2009,2073,0,0,1,0,0,0,0,0,0,7.63675211243578+0i,67
"Nissan","240SX","1996","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",26,19,2009,3616.5,0,0,1,0,0,0,0,0,0,8.19326198628934+0i,68
"Nissan","240SX","1997","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",26,19,2009,4066.33333333333,0,0,1,0,0,0,0,0,0,8.31049697148063+0i,69
"Nissan","240SX","1998","regular",155,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",25,20,2009,4366.33333333333,0,0,1,0,0,0,0,0,0,8.38167888172954+0i,70
"Volvo","240","1991","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,71
"Volvo","240","1991","regular",114,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",23,18,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,72
"Volvo","240","1992","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,73
"Volvo","240","1993","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",26,19,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,74
"Volvo","240","1993","regular",114,"4","MANUAL","rear wheel drive",4,"Luxury","Midsize","car",25,18,870,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,75
"Mazda","2","2012","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,29,586,15275,0,0,0,0,1,0,0,0,0,9.6339727840398+0i,76
"Mazda","2","2012","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","car",34,28,586,16115,0,0,0,0,1,0,0,0,0,9.68750579424954+0i,77
"Mazda","2","2013","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","car",34,28,586,16305,0,0,0,0,1,0,0,0,0,9.69922708822342+0i,78
"Mazda","2","2013","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917+0i,79
"Mazda","2","2014","regular",100,"4","AUTOMATIC","front wheel drive",4,"Hatchback","Compact","car",34,28,586,16305,0,0,0,0,1,0,0,0,0,9.69922708822342+0i,80
"Mazda","2","2014","regular",100,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,29,586,15465,0,0,0,0,1,0,0,0,0,9.64633468511917+0i,81
"BMW","3 Series Gran Turismo","2015","regular",300,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","car",30,20,3916,47250,0,1,1,0,1,0,0,0,0,10.7632079329219+0i,82
"BMW","3 Series Gran Turismo","2015","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",33,22,3916,41850,0,1,0,0,1,0,0,0,0,10.6418470759176+0i,83
"BMW","3 Series Gran Turismo","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",34,22,3916,43000,0,1,0,0,1,0,0,0,0,10.6689553946757+0i,84
"BMW","3 Series Gran Turismo","2016","regular",300,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","car",30,20,3916,49200,0,1,1,0,1,0,0,0,0,10.8036489024804+0i,85
"BMW","3 Series Gran Turismo","2017","regular",320,"6","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","car",30,20,3916,49650,0,1,1,0,1,0,0,0,0,10.8127536694733+0i,86
"BMW","3 Series Gran Turismo","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","car",33,23,3916,43950,0,1,0,0,1,0,0,0,0,10.6908079031133+0i,87
"BMW","3 Series","2015","regular",241,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",33,22,3916,41950,0,1,0,0,0,0,0,0,0,10.6442337118954+0i,88
"BMW","3 Series","2015","regular",335,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance,Hybrid","Midsize","car",33,25,3916,50150,0,1,1,0,0,1,0,0,0,10.8227737933901+0i,89
"BMW","3 Series","2015","regular",240,"4","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",35,23,3916,37500,0,1,1,0,0,0,0,0,0,10.5320962119585+0i,90
"BMW","3 Series","2015","regular",300,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",32,21,3916,43750,0,1,1,0,0,0,0,0,0,10.6862468917858+0i,91
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",45,32,3916,39000,0,1,0,0,0,0,1,0,0,10.5713169251118+0i,92
"BMW","3 Series","2015","regular",240,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",33,22,3916,39500,0,1,0,0,0,0,0,0,0,10.5840559508892+0i,93
"BMW","3 Series","2015","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",35,23,3916,34950,0,1,0,0,0,0,0,0,0,10.461673747662+0i,94
"BMW","3 Series","2015","regular",300,"6","AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","car",30,20,3916,45750,0,1,1,0,0,0,0,0,0,10.7309470707037+0i,95
"BMW","3 Series","2015","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",43,31,3916,42225,0,1,0,0,0,0,1,0,0,10.650767741676+0i,96
"BMW","3 Series","2015","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",36,24,3916,32950,0,1,0,0,0,0,0,0,0,10.4027465399307+0i,97
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",40,30,3916,43000,0,1,0,0,0,0,1,0,0,10.6689553946757+0i,98
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","car",33,22,3916,47800,0,1,1,0,0,0,0,0,0,10.7747809184795+0i,99
"BMW","3 Series","2016","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",42,32,3916,39850,0,1,0,0,0,0,1,0,0,10.5928776842184+0i,100
"BMW","3 Series","2016","regular",240,"4","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",34,22,3916,38350,0,1,1,0,0,0,0,0,0,10.5545098067954+0i,101
"BMW","3 Series","2016","regular",240,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",34,22,3916,41500,0,1,0,0,0,0,0,0,0,10.6334487062188+0i,102
"BMW","3 Series","2016","regular",240,"4","MANUAL","rear wheel drive",4,"Luxury,Performance","Midsize","car",34,22,3916,38350,0,1,1,0,0,0,0,0,0,10.5545098067954+0i,103
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",36,24,3916,33150,0,1,0,0,0,0,0,0,0,10.408797995614+0i,104
"BMW","3 Series","2016","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",35,23,3916,35150,0,1,0,0,0,0,0,0,0,10.4673798972388+0i,105
"BMW","3 Series","2016","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",33,22,3916,45800,0,1,1,0,0,0,0,0,0,10.7320393701023+0i,106
"BMW","3 Series","2017","regular",248,"4","AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","car",34,23,3916,38750,0,1,1,0,0,0,0,0,0,10.5648860347815+0i,107
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",34,23,3916,35450,0,1,0,0,0,0,0,0,0,10.4758785319603+0i,108
"BMW","3 Series","2017","regular",180,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",35,23,3916,33450,0,1,0,0,0,0,0,0,0,10.4178070655564+0i,109
"BMW","3 Series","2017","regular",248,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",33,23,3916,41850,0,1,0,0,0,0,0,0,0,10.6418470759176+0i,110
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","car",40,30,3916,43350,0,1,0,0,0,0,1,0,0,10.6770619822087+0i,111
"BMW","3 Series","2017","diesel",180,"4","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",42,32,3916,40250,0,1,0,0,0,0,1,0,0,10.6028652828467+0i,112
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","car",31,21,3916,49900,0,1,1,0,0,0,0,0,0,10.8177762817396+0i,113
"BMW","3 Series","2017","regular",320,"6","AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","car",32,21,3916,47900,0,1,1,0,0,0,0,0,0,10.776870783399+0i,114
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","car",19,15,617,2178,0,1,0,0,0,0,0,0,0,7.68616230349291+0i,115
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",20,15,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,116
"Mercedes-Benz","300-Class","1991","regular",158,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,17,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,117
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",20,15,617,2105,0,1,0,0,0,0,0,0,0,7.65207074611648+0i,118
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",18,15,617,2199,0,1,0,0,0,0,0,0,0,7.69575799055476+0i,119
"Mercedes-Benz","300-Class","1991","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,16,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,120
"Mercedes-Benz","300-Class","1991","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,14,617,3552,0,1,1,0,0,0,0,0,0,8.17526610411206+0i,121
"Mercedes-Benz","300-Class","1991","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",22,15,617,2179,0,1,0,0,0,0,0,0,0,7.68662133494462+0i,122
"Mercedes-Benz","300-Class","1991","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",30,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208+0i,123
"Mercedes-Benz","300-Class","1992","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",29,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208+0i,124
"Mercedes-Benz","300-Class","1992","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","car",17,14,617,2377,0,1,0,0,0,0,0,0,0,7.77359446736019+0i,125
"Mercedes-Benz","300-Class","1992","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,15,617,3814,0,1,1,0,0,0,0,0,0,8.24643378616036+0i,126
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",19,15,617,2207,0,1,0,0,0,0,0,0,0,7.69938940625674+0i,127
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",20,15,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,128
"Mercedes-Benz","300-Class","1992","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",21,15,617,2248,0,1,0,0,0,0,0,0,0,7.71779621101358+0i,129
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,16,617,2065,0,1,0,0,0,0,0,0,0,7.63288550539513+0i,130
"Mercedes-Benz","300-Class","1992","diesel",148,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",22,18,617,2547,0,1,0,0,0,0,1,0,0,7.84267147497946+0i,131
"Mercedes-Benz","300-Class","1992","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",18,15,617,2282,0,1,0,0,0,0,0,0,0,7.73280753042202+0i,132
"Mercedes-Benz","300-Class","1992","regular",158,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",23,18,617,2000,0,1,0,0,0,0,0,0,0,7.60090245954208+0i,133
"Mercedes-Benz","300-Class","1993","regular",177,"6","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",19,15,617,2488.5,0,1,0,0,0,0,0,0,0,7.81943539829861+0i,134
"Mercedes-Benz","300-Class","1993","regular",217,"6","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",22,17,617,2397,0,1,0,0,0,0,0,0,0,7.78197323443438+0i,135
"Mercedes-Benz","300-Class","1993","diesel",121,"5","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","car",30,23,617,2000,0,1,0,0,0,0,1,0,0,7.60090245954208+0i,136
"Mercedes-Benz","300-Class","1993","regular",228,"6","MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","car",21,14,617,4174,0,1,1,0,0,0,0,0,0,8.33663008763715+0i,137
"Mercedes-Benz","300-Class","1993","regular",217,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",22,17,617,2187,0,1,0,0,0,0,0,0,0,7.69028602067677+0i,138
"Mercedes-Benz","300-Class","1993","diesel",148,"6","AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","car",22,18,617,2729,0,1,0,0,0,0,1,0,0,7.91169052070834+0i,139
"Mercedes-Benz","300-Class","1993","regular",194,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",23,17,617,2247,0,1,0,0,0,0,0,0,0,7.71735127218533+0i,140
"Mercedes-Benz","300-Class","1993","regular",228,"6","AUTOMATIC","rear wheel drive",4,"Luxury","Large","car",18,14,617,2540,0,1,0,0,0,0,0,0,0,7.83991936001258+0i,141
"Mitsubishi","3000GT","1997","regular",218,"6","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",23,17,436,3941,0,0,1,0,1,0,0,0,0,8.279189777195+0i,142
